CompleteStoreName,FoodType,AverageRating,Reviewers,City
Hua Zai Frog Porridge & BBQ Seafood,porridge,4.9,47,singapore
Pak Lum Malaysian Cuisine,malaysian,3.8,6,singapore
Qi Lin Xuan Curry Chicken Mee,chicken,4.9,126,singapore
The Grill Knife,western,4.7,93,singapore
Pita Bakery,middle eastern,4.9,27,singapore
Da Fei Po,beverages,5,217,singapore
Chewy Junior,dessert,4.9,26,singapore
La Way,chinese,4.8,275,singapore
505 Sembawang Minced Meat Noodles,singaporean,4.9,597,singapore
Jia Jia Vegetarian,vegetarian,4.8,44,singapore
CHAFFIC,beverages,5,102,singapore
Little Teahouse by Soup Restaurant,chinese,4.9,8,singapore
644 Hougang Teochew Fishball Noodle,singaporean,4.9,497,singapore
Jing Chicken Rice,chinese,4.5,10,singapore
Xin Ji Congee,chinese,4.9,11,singapore
Tang Umami Delights,asian,4.9,19,singapore
Wicked Wings,fried chicken,3.5,10,singapore
Yoyo Prawn Noodle,asian,3.4,9,singapore
Swee Heng 1989 Classic,bakery,5,103,singapore
Saigon Xpress,sandwiches,4.9,31,singapore
Ren Yi Vegetarian,vegetarian,5,72,singapore
Googi's Western,western,4.8,20,singapore
Soi 11 Thai Bistro Bar,thai,4.4,6,singapore
,wraps,4.9,10,singapore
Good Things SG,malaysian,4.7,22,singapore
Lola's Cafe,cakes,5,101,singapore
,american,4.7,11,singapore
Crust Bistro,indian,4.9,7,singapore
Citrus By The Pool,italian,4.9,17,singapore
SF Fruits & Juices,healthy,5,139,singapore
BBQ Satay,asian,5,30,singapore
Bharath Restaurant,indian,2.3,7,singapore
Xin Fa Melaka BBQ Seafood,grill,4.8,14,singapore
Lion City Dim Sum,singaporean,4.9,147,singapore
Chill Bar,singaporean,5,8,singapore
Good Good Bird,chicken,4.8,11,singapore
Nummun Thai Kitchen,thai,5,103,singapore
Happy Day,singaporean,4.9,5,singapore
Nunsaram,korean,4.8,23,singapore
The Gogijip Korean Charcoal BBQ,korean,4.9,29,singapore
Ajummi Mimi,rice dishes,4.9,48,singapore
Rollney,dessert,4.7,14,singapore
Al,indian,5,13,singapore
Idah's Cuisine,malaysian,4.5,6,singapore
Selesa Sedap Chicken Rice,chicken rice,4.9,394,singapore
HAUS BAN MIAN,singaporean,4.9,250,singapore
Fu Xiao Fish Soup,seafood,4.1,12,singapore
Vietsea II Xom Nhau,vietnamese,4.8,87,singapore
R&W Ribs & Waffles,american,4.9,150,singapore
An Nyeong Food PTE LTD,korean,5,18,singapore
Each A Cup,bubble tea,5,321,singapore
Ayam Penyet Asli,indonesian,5,10,singapore
WRAP UP,wraps,4.9,429,singapore
Bag Me Up Bagel House,western,4.9,29,singapore
Xian Yuan Vegetarian,noodles,4.9,275,singapore
Punjabi Dhabawala North Indian Restaurant,indian,3.2,55,singapore
Kebuke,beverages,4.9,5,singapore
Song Fa Bak Kut Teh,soups,4.9,1233,singapore
Prata Wala,asian,4.9,433,singapore
OPAH SATAY,asian,5,171,singapore
Bawarchi,indian,3.9,76,singapore
Churros Republic,snacks,4.9,171,singapore
85 Redhill,noodles,4.9,766,singapore
Nam Kee Pau,chinese,4.8,679,singapore
Zhu Fu Sugarcane Coffee And Toast,beverages,5,182,singapore
Paninoteca By D,italian,4.9,80,singapore
Hot Tomato,western,4.9,1130,singapore
Huggs Coffee,coffee,5,339,singapore
Killiney,coffee,4.9,1128,singapore
Shake Shake In A Tub,snacks,5,763,singapore
Auntie Anne's Soft Pretzels,bakery,5,322,singapore
Three Blind Pigs,burgers,4.8,58,singapore
Feng Shui Tang Feng Shui Tang,bubble tea,5,238,singapore
N,noodles,4.9,466,singapore
Rumah Sayang,malaysian,4.9,824,singapore
Happy Chef Kitchen Mala,chinese,4.9,652,singapore
Sunset Railway Cafe,chicken,4.3,8,singapore
Paradise Restaurant,pasta,5,487,singapore
Roaster Delight,noodles,4.3,152,singapore
Tiong Shian Porridge Center,porridge,4.9,1810,singapore
Ban Mian & Fish Soup,seafood,5,957,singapore
Western Food,chicken,5,135,singapore
Heng Long Teochew Porridge,porridge,4.9,1466,singapore
The Cooperage,western,4,1,singapore
Paik's Coffee,coffee,4.9,37,singapore
The Palace Korean Restaurant,korean,4.9,376,singapore
Burp Kitchen & Bar,western,4.9,166,singapore
Encik Tan,curry,5,2579,singapore
Cake Inspiration,cakes,4.8,340,singapore
Ma Mum,noodles,5,405,singapore
Xiang Xiang Fried Chicken,chicken,5,595,singapore
Deli Delight Hainan Western,western,4.9,106,singapore
Man Dang Dang BBQ,chinese,5,169,singapore
Little Elephant SG Thai Bistro,thai,5,367,singapore
Bear Baby Mala Hotpot,mala xiang guo,4.9,461,singapore
Kam Chuen Seafood & BBQ,fried rice,4.7,124,singapore
28 Fried Kway Teow,malaysian,4.5,778,singapore
SALVO by Pasta Fresca,pasta,4.7,76,singapore
Yu Pan,soups,4.9,1295,singapore
Heng Heng Fishball & Minced Meat Noodle,noodles,5,208,singapore
KPT Jing Fish Soup,seafood,4.9,697,singapore
Fu Zhu Bak Kut Teh & Fishball Noodles,soups,4.9,796,singapore
Old Taste Mala Xiang Guo,chinese,5,603,singapore
MASTER CHIPPY,seafood,4.9,1265,singapore
Megumi Japanese Restaurant,rice dishes,4.8,282,singapore
Ajisen,japanese,4.9,768,singapore
Pho Tho Da,vietnamese,4.9,529,singapore
Top Pig Organ Soup,rice dishes,5,886,singapore
Polar Puffs and Cakes,cakes,4.9,338,singapore
Master Crab Seafood Restaurant,chinese,4.8,354,singapore
The Basil Inn,singaporean,5,668,singapore
Divine Chicken Pot,chinese,5,852,singapore
Hua Fong Kee Roasted Duck,singaporean,5,382,singapore
Xiang Rui Gourmet,porridge,4.9,1069,singapore
Backyard Griller,western,4.9,1546,singapore
Torasho Ramen & Charcoal Bar,ramen,4.9,154,singapore
Stuff'd,healthy,4.9,8197,singapore
Let's Eat,noodles,4.2,336,singapore
Master Ye Roast,asian,4.9,93,singapore
Long Beach,seafood,4.9,65,singapore
Pin Xiang Chicken Rice,chicken rice,4.9,435,singapore
Penyet & BBQ,indonesian,4.9,448,singapore
Hock Kee Seafood Restaurant,noodles,4.9,86,singapore
Boomarang Bistro & Bar,western,4.7,162,singapore
Cravy for Crispy Chicken,fast food,5,12,singapore
Nam Kee Chicken Rice,chicken,4.9,207,singapore
Xishifu vegetarian food court,vegetarian,4.9,170,singapore
Song Fa Bak Kut Teh,soups,4.9,1315,singapore
Fulee Seafood,chinese,5,395,singapore
Soon Huat Wanton Noodle,chinese,4.9,434,singapore
Japanese & Korean,japanese,4.9,345,singapore
L&M Seafood,chinese,5,2990,singapore
Newton BBQ,chicken,4.9,224,singapore
Pano Kato,pizza,4.9,303,singapore
Ice On You,tea,5,230,singapore
Leng Kee Fish Soup,soups,4.9,273,singapore
Thye Guan Fragrant Hot Pot,mala xiang guo,4.9,932,singapore
Cafe Red Ginger,malaysian,4.9,992,singapore
All About Tiramisu,cakes,5,57,singapore
DA PAOLO,italian,4.9,178,singapore
Riverside Indonesian BBQ,grill,4.9,2317,singapore
Hao Zai Lai Korean Cuisine,chinese,5,248,singapore
555 Ang Mo Kio Cai Fan 555,singaporean,4.6,241,singapore
Tempat Makan Sha's,malaysian,5,188,singapore
Newton 51,noodles,4.8,1029,singapore
Nur Sarah Nasi Padang,singaporean,4.9,100,singapore
Ding TeLe,chinese,5,36,singapore
Sushi Tei,japanese,4.9,1409,singapore
Old Tea Hut,coffee,5,151,singapore
Hong Kong Street Hock Kee Fish Head & Steamboat Restaurant,soups,4.6,103,singapore
Makisan,sushi,5,274,singapore
Caf,mexican,2.7,44,singapore
Good Life Guo Le Fu,chinese,5,147,singapore
Ha,korean,5,2956,singapore
Loklok 1991's By Daniel & Meng,malaysian,5,179,singapore
Pastaria Abate,italian,4.6,185,singapore
Nenek Kafe,burgers,4.8,5,singapore
Gong Cha,bubble tea,5,2333,singapore
227 Curry Chicken And Curry Pork Ribs,curry,4.9,241,singapore
Mei Chin Seafood,seafood,4.9,195,singapore
Pin Yi Ban Mian,noodles,4.9,213,singapore
Ju Fu Yuan Vegetarian Delight,vegetarian,5,251,singapore
COFFEESARANG Bedok Mall,western,5,887,singapore
Bali Thai,thai,5,83,singapore
Hao Noodles & Soups,chinese,5,6,singapore
Xiao Yao Ge Dong Bei Sichuan BBQ,chinese,4.9,950,singapore
Taste Of Thailand,thai,4.9,110,singapore
Yuan Ting Gourmet,porridge,4.9,1088,singapore
Xiao Ya Tou,chinese,4.4,36,singapore
Chumpo 2 Indonesian Padang,noodles,5,610,singapore
KOI Th,bubble tea,5,735,singapore
JIANGHU Buffet,asian,4.8,6,singapore
Cafe De Muse,italian,4.8,345,singapore
Tendon Kohaku The Central,japanese,4.9,153,singapore
Old Habits Boutique & Cafe,western,5,184,singapore
Ashmi Restaurant,indian,4.8,279,singapore
Al Jasra Tandoori Naan,indian,4.1,47,singapore
Ippudo Ramen,japanese,4.9,298,singapore
Lotus Vegetarian,vegetarian,4.9,710,singapore
Hand In Hand Beijing Restaurant,chinese,4.9,569,singapore
Donburi King,japanese,4.9,243,singapore
Ong Kee Pig Organ Soup Kway Chap,soups,4.7,336,singapore
Paik's Coffee,coffee,5,91,singapore
Kpt Si Ye Hainanese Chicken Rice,chicken,4.7,292,singapore
Hock Kee Yong Tau Foo,singaporean,4.9,320,singapore
Imperial Treasure Super Peking Duck,chinese,4.9,127,singapore
JIA HE XING Dumplings,chinese,4.9,113,singapore
Jia Le Handmade Fishball Noodle,noodles,5,280,singapore
Yunnans,chinese,4.7,314,singapore
The Japanese Food Alley,seafood,5,83,singapore
,mala xiang guo,4.9,658,singapore
Saap Saap Thai,thai,5,2760,singapore
Joyful Palace Mala Xiang Guo,mala xiang guo,4.9,457,singapore
Kotobuki,japanese,4.9,76,singapore
Prawnaholics,noodles,4.9,266,singapore
Sin Heng Kee Porridge,porridge,5,9668,singapore
,asian,5,1588,singapore
Miss B,vietnamese,4.9,7,singapore
Ho Huat Fried Hokkien Mee,noodles,5,1024,singapore
Yummy Sarawak Kolo Mee,noodles,4.9,780,singapore
Hong Mao Qiao 711,chinese,4.9,10,singapore
Khatib Foodshop,noodles,4.9,379,singapore
Golden Village Goldbites,snacks,4.9,17,singapore
Haidilao Hot Pot,chinese,4.8,50,singapore
Joyful Paradise Mala Xiang Guo,mala xiang guo,4.8,577,singapore
Xiang Rui Congee,porridge,5,939,singapore
Shanthee's Curry Restaurant,indian,4.9,611,singapore
Kaffe & Toast,asian,4.9,1136,singapore
SANPOUTEI,ramen,5,360,singapore
Wan Fu,malaysian,4.8,751,singapore
Tamago,japanese,4.8,672,singapore
Om Murugan Vilas Idly,indian,4.9,258,singapore
Jin Jin Super Mala Fragrant Hotpot,mala xiang guo,4.9,334,singapore
Ng Kuan Chilli Pan Mee,noodles,5,700,singapore
Rice House Vegetarian,vegetarian,4.9,887,singapore
Wang Seafood,chinese,4.9,8,singapore
85 Redhill,noodles,5,183,singapore
Hot Tomato,western,4.9,937,singapore
Guo Guo Xiang,chinese,4.9,178,singapore
May's Kafe,singaporean,5,809,singapore
Ichiban Bento,japanese,4.9,963,singapore
Chicken Haven,chicken,4.9,548,singapore
Nanta BBQ,korean,5,240,singapore
Western Delights,chicken,4.9,480,singapore
Peranakan Inn Restaurant,singaporean,4.3,30,singapore
KAIOHDON,japanese,4.8,93,singapore
Yakiniku Shokudo,japanese,4.8,12,singapore
QQ Rice,asian,5,246,singapore
Al Tasneem Restaurant,indian,4.9,371,singapore
Nong Nying Thai Kitchen,thai,5,385,singapore
Ju Fu Yuan Vegetarian Delight,vegetarian,4.8,347,singapore
Toast Box,coffee,5,2309,singapore
Fu Xing Ji Mei Shi,chinese,3.2,36,singapore
Warming Rice Noodle,noodles,4.2,24,singapore
The Bark Cafe,western,4.8,149,singapore
Swirled,pasta,5,79,singapore
Brunch,asian,5,5,singapore
2 B,vietnamese,4.7,13,singapore
Pak Dollah By Mamanda,malaysian,4.9,21,singapore
Feng Food,asian,5,1276,singapore
Woong Kee Ipoh Traditional Claypot Chicken Rice,malaysian,4.8,1063,singapore
Gong Yuan Mala Tang Hot Pot,soups,4.7,587,singapore
Meet Noodles,chinese,4.8,680,singapore
Devil,western,4.9,140,singapore
126 Dim Sum,chinese,4.9,1827,singapore
Ryan's Kitchen,pasta,4.9,39,singapore
Chinatown Tan's TuTu Coconut Cake,soups,5,182,singapore
Tulasi Vegetarian Restaurant,indian,4.9,742,singapore
The Ship Restaurant,singaporean,4.8,426,singapore
Lady M,dessert,5,97,singapore
Pizza Maru,pizza,4.9,93,singapore
True Boss,asian,5,54,singapore
Zam Zam Corner,indian,5,12,singapore
Bedok 211 Chicken Rice,singaporean,4.9,296,singapore
Nam Kee Pau,chinese,4.9,60,singapore
Marutama Ramen,japanese,5,237,singapore
O,thai,4.5,289,singapore
KASHMIR FOOD OF PARADISE,indian,1.4,6,singapore
Tonkatsu Ma Maison,japanese,5,227,singapore
NTI Foodcourt 964 Drinks Streetall,singaporean,5,231,singapore
AWADH Royal Indian Lucknawi Cusine,indian,1.7,197,singapore
Artisan Boulangerie Co,cakes,5,854,singapore
Boost Juice Bars,beverages,5,146,singapore
Al Jasra Thai Seafood,indian,4.8,268,singapore
House of Peranakan Petit,singaporean,3.7,103,singapore
Polar Puffs and Cakes,cakes,5,956,singapore
Max's Restaurant,filipino,4.9,1448,singapore
Brinda's,indian,4.8,281,singapore
Duck King Braised Duck Rice,chinese,4.7,393,singapore
Pak Din Nasi Ayam Bakar,grill,5,514,singapore
Best Zaika,indian,5,34,singapore
Tea Time,beverages,5,611,singapore
Udon Don Bar,japanese,4.9,860,singapore
Uncle Dough,rice dishes,4.9,74,singapore
Big Moustache Skewer,chinese,4.9,1055,singapore
Hao Zai Lai Korean Cuisine,chinese,5,599,singapore
Dinghao Sugarcane Juice,beverages,5,425,singapore
Yu Pan,soups,5,1057,singapore
Penang Seafood Zi Char,seafood,4.7,6,singapore
The Alley,bubble tea,4.9,925,singapore
145 Indian Muslim Food,indian,4.8,1284,singapore
He Ping Claypot Rice Restaurant,chinese,4.8,173,singapore
Qiao Yuan Fish Soup Ban Mian,chinese,4.7,79,singapore
Mohamed Javed Indian Muslim Food,malaysian,5,2240,singapore
D'cuisines Restaurant,indian,4.8,86,singapore
Al,indian,4.9,5539,singapore
Go Greek by Zorba,salads,4.2,72,singapore
Secret Recipe,cakes,5,263,singapore
EAT,noodles,4.9,1945,singapore
Jia Xiang Xiao Chu,chinese,4.9,178,singapore
Kai Le Korean Cuisine,japanese,4.9,66,singapore
Ye Tang Chendol,dessert,4.9,29,singapore
Grain,healthy,5,377,singapore
BreadTalk,bakery,5,832,singapore
Eastern Rice Dumpling,chinese,4.8,37,singapore
Curry Xi Shi,curry,4.8,359,singapore
Rive Gauche,cakes,4.9,192,singapore
Let's Eat,noodles,4.1,110,singapore
Yechun Xiao Jiang Nan Restaurant,chinese,4.9,45,singapore
Yi Xin Vegetarian Vegan Food,asian,5,1113,singapore
Thohirah Restaurant,indian,5,5428,singapore
Ramen Hitoyoshi,ramen,4.9,749,singapore
Golden Village Goldbites,snacks,4.9,98,singapore
Tat Lee Seafood,seafood,4.9,496,singapore
Hong Fa Handmade Noodles,noodles,4.9,532,singapore
Lao Jie Spinach Soup,soups,4.7,546,singapore
Al Bismi Indian Muslim Food,indian,4.3,372,singapore
Thasevi Food Famous Jalan Kayu Prata Restaurant,indian,4.9,2542,singapore
Encik Tan,curry,5,1607,singapore
Lek Lim Nonya Cake Trading,dessert,4.9,161,singapore
Soup Master,chinese,4.9,359,singapore
Dong Dong Food Express Sliced Fish Soup,soups,4.8,113,singapore
The Bread Gang,western,5,2247,singapore
Kopi Xpress,singaporean,4.8,329,singapore
2am,dessert,4.8,47,singapore
Kenangan Coffee,beverages,5,5,singapore
Ashes Burnnit,burgers,5,60,singapore
BreadTalk,bakery,4.9,1064,singapore
Enak Enak Restaurant,western,4.9,4193,singapore
Han's,asian,5,178,singapore
Kamome Bakery,dessert,5,98,singapore
Ma Mum,noodles,4.9,1555,singapore
Miz Japanese Restaurant,japanese,4.1,84,singapore
Ajisen,japanese,5,817,singapore
Haig Road Cendol & Drinks,dessert,5,175,singapore
Marukyu Japanese Dining,sushi,4.8,27,singapore
Red Lantern Seafood,chinese,4.9,966,singapore
Bakalaki Greek Taverna,mediterranean,4.9,1549,singapore
Big Moustache BBQ Skewers,chinese,4.9,1270,singapore
EAT,noodles,4.6,597,singapore
Ayam Penyet President,indonesian,5,7269,singapore
Shake Shack,burgers,4.9,7326,singapore
Al Iman express,indian,4.9,688,singapore
Kingdom of Belgians,asian,3.8,28,singapore
Minced Meat Noodle,noodles,4.7,277,singapore
Men Men Don Don,japanese,4.9,329,singapore
Daily Green,vegetarian,4.9,915,singapore
Positano Risto,pizza,4.1,119,singapore
Unicuz Roasted Delights,chinese,4.6,376,singapore
Shen Ji Teochew Kway Teow Fishball Noodle Soup,noodles,5,348,singapore
Japanese Express,japanese,5,1660,singapore
San Ren Hot and Cold Dessert,dessert,4.9,448,singapore
Bao Tian Xia,dim sum ,5,159,singapore
Tokyo Sundubu,japanese,4.9,60,singapore
Ding Xiang Mala Xiang Guo,chinese,4.9,732,singapore
Chun Fun How,tea,4.9,31,singapore
Banmian,seafood,4.7,62,singapore
Red House Seafood,singaporean,5,54,singapore
Salaam Bombay,indian,3,149,singapore
Seafood Park,seafood,5,91,singapore
Hoshino Coffee,japanese,5,236,singapore
SaVour Eat,western,4.4,30,singapore
Fried Noodles & Carrot Cake,malaysian,4.8,1109,singapore
Pizza Pazza,pizza,4.9,1024,singapore
OC Mai,noodles,4.9,151,singapore
Thien Long Vietnamese  Restaurant Food,vietnamese,4.8,981,singapore
Sandaime Bunji,japanese,4.8,29,singapore
Heng Long Teochew Porridge,porridge,4.9,1221,singapore
Mellben Signature,seafood,4.9,195,singapore
Brewerkz,western,5,26,singapore
Hoshino Coffee,japanese,4.9,523,singapore
Joe Hong Kong Cafe,bubble tea,5,300,singapore
Pika Poka Gelato,ice cream,5,77,singapore
NEW MADRAS CAFE,indian,4.8,548,singapore
Lakeside Eatery,singaporean,4.8,286,singapore
Cafeela Seafood Restaurant,malaysian,5,501,singapore
SIONG BBQ,chinese,4.9,797,singapore
Dim Sum,bakery,4.8,79,singapore
Unicuz Mala Xiang Guo,mala xiang guo,4.8,253,singapore
Publico Ristorante,pizza,4.8,571,singapore
Man Tang Hong Kong Streetyle Roasted,singaporean,4.6,154,singapore
FAM Roasted,asian,4.9,27,singapore
Meet Noodles,chinese,3.8,5,singapore
Haryati's,indonesian,4.9,793,singapore
Bowl & Bowl Fried Rice,fried rice,5,477,singapore
Funstatic Nasi Lemak Bee Hoon,asian,4.9,79,singapore
Market Bistro,malaysian,4.9,57,singapore
Chilchil Thai Street Kitchen,singaporean,4.8,25,singapore
Ah Teo Minced Meat Noodles,noodles,4.9,41,singapore
Kanada,japanese,4.9,85,singapore
AKBAR DARBAR INDIAN RESTAURANT,indian,4.7,27,singapore
Devil's Hood,chicken,4.8,12,singapore
Yes,western,4.8,18,singapore
Jushinjung Korean BBQ,korean,5,124,singapore
Choo's Wok,chinese,4.8,5,singapore
Dongbei Sichuan Cuisine,asian,5,10,singapore
Indo Thai Bar & Restaurant,indian,4.8,187,singapore
Shanghai Tan Pan,chinese,4.7,208,singapore
Soul Kind Cafe,vegetarian,5,159,singapore
Wow Wow Wok,asian,5,25,singapore
Hi Fried Hi Fried by Popular Food,fried rice,4.9,808,singapore
Tea House by Soup Restaurant,chinese,4.7,27,singapore
The Butcher's Wife,healthy,4.5,8,singapore
18 Seafood,chinese,3.7,54,singapore
Al Fatthah Foods,indian,4.9,43,singapore
Ikkiro,japanese,4.8,9,singapore
Tenderbest,western,5,2793,singapore
Jiak Song Mee Hoon Kway,asian,4.8,16,singapore
See See That Wok,asian,4.8,10,singapore
The Icing Room,cakes,5,75,singapore
Aakira,indian,3.9,36,singapore
The Rice Guy,chinese,4.9,28,singapore
Old School Western,western,4.8,36,singapore
Hai Liang Mala Hotpot & Grilled Fish,chinese,4.8,119,singapore
Bistro Eminami Halal Vietnam,vietnamese,5,10,singapore
,dessert,4.9,139,singapore
Red Lantern Seafood,seafood,4.6,14,singapore
Daisy's Dream Caf,malaysian,5,273,singapore
Piedra Negra,asian,4.9,72,singapore
LAO WEI DAO SHA GUO BAO,chinese,4,13,singapore
Air Pasang Rumah Makan,asian,4.9,47,singapore
Rindu Rasa Western,singaporean,4.9,74,singapore
Fortune Garden,chinese,4.9,28,singapore
Ipoh Tuck Kee,malaysian,3.9,7,singapore
Crolo by Swee Heng,bakery,5,140,singapore
NamNam,vietnamese,4.9,229,singapore
EatAlley,malaysian,4.8,478,singapore
Ministry of Rojak by Abdhus Salam Rojak,indian,5,930,singapore
Nanjing Impressions,chinese,4.9,133,singapore
Tong Garden Seafood,chinese,4.2,6,singapore
Biang Biang Noodles Xi An Famous Food,chinese,4.7,40,singapore
PocoLoco,pasta,4.9,90,singapore
Lele Hainanese Chicken Rice,asian,4.7,21,singapore
AL FARHAN RESTAURANT,indian,3.1,5,singapore
Briyani 47,indian,5,28,singapore
ADDA,indian,2.2,13,singapore
Thai Zone,thai,4.9,92,singapore
Pho Vietnam,vietnamese,5,101,singapore
Hao Ji Roasted,rice dishes,4.8,7,singapore
Teck Ee Seafood Fish Head Steamboat,chinese,4.9,99,singapore
The Charcoal Grill Legend,asian,5,113,singapore
Jiak Pork Ribs Prawn Noodle,noodles,4.5,23,singapore
001 Cafe,singaporean,4.9,118,singapore
Hui Wei Prawns Noodle & Lor Mee,noodles,5,169,singapore
Wanton Mee,chinese,4.9,246,singapore
Lao Da Suan La Fen,chinese,4.9,27,singapore
Joyful PaoFan,rice dishes,4.7,18,singapore
TANDOORI FLAMES,indian,4.7,103,singapore
Hougang Otah,malaysian,5,5,singapore
Old Shifu Charcoal Porridge,porridge,4.9,213,singapore
Kebabwala Turkish Mediterranean Food,middle eastern,4.9,708,singapore
Jia Li Seafood Soup,seafood,4.4,21,singapore
